,source_sentence,target_sentence,similarity,baseline,similarity,proposal,similarity
760, [CLS] a person lies in a grassy area near a building . [SEP], there is a person outside . [SEP],0.7341490983963013, a person is lying in a grass . [SEP],0.8427010774612427, a person is laying outside . [SEP],0.7715109586715698
761, [CLS] a young couple sitting in a black chair smiling . [SEP], two young people sit in a black chair happily . [SEP],0.8683639168739319, a couple is sitting . [SEP],0.7287939786911011, a couple is sitting . [SEP],0.7287939786911011
762, [CLS] a woman stands smiling while holding a stuffed cat . [SEP], a woman is holding a stuffed animal . [SEP],0.9296770691871643, a woman is holding a cat . [SEP],0.9084122180938721, a woman is holding a cat . [SEP],0.9084122180938721
763, [CLS] two small children walk away in a field . [SEP], two small children walk outdoors . [SEP],0.8441203832626343, two children are walking . [SEP],0.8374913334846497, two children are walking . [SEP],0.8374913334846497
764, [CLS] a man standing alone in a park . [SEP], a man alone in the park [SEP],0.8062751889228821, a man is in a park . [SEP],0.8495938181877136, a man is standing . [SEP],0.7238256931304932
765, [CLS] a couple about to kiss somewhere . [SEP], a couple is going to kiss . [SEP],0.819166362285614, a couple is kissing . [SEP],0.7164929509162903, a couple is kissing . [SEP],0.7164929509162903
766, [CLS] a boy in a swing . [SEP], boy swinging [SEP],0.5127849578857422, a boy is playing . [SEP],0.7362698912620544, a boy is swinging . [SEP],0.7183812856674194
767, [CLS] several people are bike riding . [SEP], some people are riding bicycles . [SEP],0.909978985786438, people are riding bikes . [SEP],0.7758117318153381, people are riding a bike . [SEP],0.706857442855835
768," [CLS] blue , red , yellow , and white are the dominant colors of a picture of two police vehicles outside of what looks like a smoke roll playing vehicle , a motorcycle in between the two cars with 6 people in the picture . [SEP]", there are two police vehicles in the photo . [SEP],0.8642134070396423, there are a police of vehicles . [SEP],0.7353687286376953, there are cars in the picture . [SEP],0.8105777502059937
769," [CLS] three men dressed in white shirts and white hats , ( two with baseball caps , the leader with a white construction helmet ) , pounding sticks on steel and plastic drums . [SEP]", three men pound on some drums [SEP],0.7308018207550049, three men are wearing white shirts . [SEP],0.7995555400848389, three men are wearing white . [SEP],0.7477999925613403
770," [CLS] a young white girl is standing on the street in front of a store ##front , dressed up in red with a hoop decorated with card symbols . [SEP]", the young white girl is outdoors . [SEP],0.6856178045272827, a girl is standing in front of a store . [SEP],0.8224917650222778, a girl is standing on the street . [SEP],0.7827301621437073
771, [CLS] a lady in pink long - sleeve ##d blouse is holding a pink bag in her lap as she reaches something to the guy next to her . [SEP], lady with matching pink bag and blouse reaches toward man next to her . [SEP],0.6187010407447815, a woman is a a pink . [SEP],0.5672334432601929, a lady is holding a bag . [SEP],0.7658016681671143
772," [CLS] two men in workers ' gear and colorful hard hats standing on board what appears to be a large ship , next to some very large machinery . [SEP]", two men in workers gear are on a large ship with machinery [SEP],0.8474801778793335, two men are standing on a [SEP],0.7489668130874634, two men are wearing safety gear . [SEP],0.7159532904624939
773," [CLS] a speaking woman at a podium has the phrase ` ` armenian genocide ' ' written on it , flanked by priests and men in suits . [SEP]", the woman has sounds em ##ant ##ing from her mouth . [SEP],0.706549346446991, a woman is speaking . [SEP],0.6962795257568359, a woman is speaking at a podium . [SEP],0.8204154968261719
774, [CLS] a woman in a red jacket and sunglasses smiles at the camera while another woman un ##load ##s ski ##s from a vehicle . [SEP], a woman in a red jacket and sunglasses smiles at the camera [SEP],0.8625220656394958, a woman is wearing a jacket . [SEP],0.7397633790969849, a woman is a jacket and [SEP],0.6533465385437012
775," [CLS] a lady teacher warning her students about their behavior in a museum setting , and inviting them to be quite . [SEP]", students are inside of a museum [SEP],0.6622313261032104, a woman is teaching her students . [SEP],0.789800226688385, a woman is teaching her students . [SEP],0.789800226688385
776, [CLS] four young children appear in this image wearing pants and shirts while they lounge in the room . [SEP], four clothed children relaxing in a room . [SEP],0.7678263783454895, four children are wearing . [SEP],0.7711694836616516, four children are in the room . [SEP],0.7761397957801819
777, [CLS] two men are wrestling ; one has the maple leaf of the canadian flag on his uniform . [SEP], two men wrestle in uniform . [SEP],0.7339866161346436, two men are are playing a . [SEP],0.6508471369743347, two men are in a [SEP],0.6125473380088806
778," [CLS] a group of young adults with ` ` x ' ' on their hands , smiling . [SEP]", the group of adults is happy . [SEP],0.7103476524353027, a group of people are holding . [SEP],0.7625219821929932, a group of young adults are . [SEP],0.6784037351608276
779," [CLS] five individuals standing on grass next to a brick building , holding their own string instrument . [SEP]", there are five individuals near a building . [SEP],0.8076037764549255, five people are standing . [SEP],0.7067525386810303, five people are standing outside . [SEP],0.7207520008087158
780, [CLS] the man in the black shirt is skate ##boarding on the front steps of the building . [SEP], a person with a dark top is outside doing something active . [SEP],0.7781893014907837, a man is skate ##boarding . [SEP],0.7360597848892212, a man is skate ##boarding . [SEP],0.7360597848892212
781, [CLS] performer who is wearing 2 hats a scary mask and a black and white robe . [SEP], a costume is being worn by a performer . [SEP],0.7573591470718384, a person is wearing a costume . [SEP],0.8613186478614807, a person is wearing a mask . [SEP],0.8493580222129822
782, [CLS] four entertainer ##s dressed in roman style ga ##rb are performing at an outdoor theater . [SEP], people are outdoors . [SEP],0.5426574945449829, four people are performing . [SEP],0.7646676301956177, four people are dressed in clothing . [SEP],0.8170000910758972
783, [CLS] a man in a k ##hak ##i jacket and ball cap walks down the street . [SEP], the man is outdoors walking . [SEP],0.6190701127052307, a man is walking . [SEP],0.6666759848594666, a man is walking . [SEP],0.6666759848594666
784, [CLS] sl ##ed and dogs headed towards another group of sl ##ed dogs with one loose . [SEP], there are dogs . [SEP],0.7198467254638672, dogs are sl ##ed dogs . [SEP],0.702206552028656, dogs are dogs . [SEP],0.6933125853538513
785, [CLS] sl ##ed and dogs headed towards another group of sl ##ed dogs with one loose . [SEP]," there are two groups of dogs , some are loose . [SEP]",0.810131847858429, dogs are sl ##ed dogs . [SEP],0.702206552028656, dogs are dogs . [SEP],0.6933125853538513
786," [CLS] two boys with blond - hair , wearing striped shirts on a bed . [SEP]", two boys in bed . [SEP],0.7720552086830139, two boys are wearing shirts . [SEP],0.8024938702583313, two boys are on a bed . [SEP],0.8126110434532166
787," [CLS] man in chair laughing and talking to others , while handling books . [SEP]", man handling books while sitting in chair . [SEP],0.8890274167060852, a man is talking to a . [SEP],0.7878101468086243, a man is laughing . [SEP],0.736281156539917
788, [CLS] a woman wearing a white coat ski ##s down a snowy hill . [SEP], a woman is skiing . [SEP],0.6363328695297241, a woman is skiing . [SEP],0.6363328695297241, a woman is outside . [SEP],0.692125678062439
789, [CLS] fans are dressed in green and yellow for a major sporting event . [SEP], there are fans at a sporting event . [SEP],0.8303956985473633, people are are wearing yellow . [SEP],0.7117494344711304, fans are at a event . [SEP],0.7122921347618103
790, [CLS] a chef is cutting a piece of fish with a chefs knife . [SEP], the chef is di ##cing fish with his knife . [SEP],0.8575567603111267, a chef is cutting a . [SEP],0.7372689843177795, a chef is cutting a knife . [SEP],0.8461997509002686
791, [CLS] this off - road ##ing driver has tipped his truck . [SEP], a truck is on it ' s side . [SEP],0.708324670791626, a truck is a truck . [SEP],0.6566197276115417, a car is driving . [SEP],0.7440714240074158
792, [CLS] two people bicycle on a path separated by small mountains . [SEP], two people are riding on bikes outside . [SEP],0.833759605884552, two people are riding a bike . [SEP],0.8310903906822205, two people are riding a bike . [SEP],0.8310903906822205
793, [CLS] the small boy is running through a grassy area . [SEP], a boy is running outside . [SEP],0.819301426410675, a boy is running . [SEP],0.7777724862098694, a small boy is running . [SEP],0.7846494317054749
794, [CLS] four children are sitting at a table eating breakfast . [SEP], children are eating . [SEP],0.6249113082885742, four children are eating . [SEP],0.847939133644104, four are eating . [SEP],0.6015470027923584
795, [CLS] the dogs run a race at the track . [SEP], a group of dogs are racing ##on a track . [SEP],0.7907790541648865, the dogs are running . [SEP],0.7601158022880554, the dogs are racing . [SEP],0.8210092782974243
796, [CLS] people shopping for vegetables at an outdoor market . [SEP], people shopping for ve ##gg ##ies and fruit at a market . [SEP],0.8975103497505188, people are shopping for a market . [SEP],0.812793493270874, people are shopping for sale . [SEP],0.7262987494468689
797, [CLS] a group of swimmers jump into a pool . [SEP], a group of swimmers are jumping into water . [SEP],0.8690516352653503, a group of people are swimming . [SEP],0.785621702671051, a group of people jump into a pool . [SEP],0.8905748128890991
798, [CLS] two bearded men sit side by side . [SEP], two men are sitting down . [SEP],0.7666209936141968, two men are sitting . [SEP],0.7561477422714233, two men are sitting . [SEP],0.7561477422714233
799, [CLS] motorcycle rider going over a bump . [SEP], motorcycle rider riding over a bump . [SEP],0.9453924298286438, a rider is riding a [SEP],0.6934913396835327, a motorcycle rider is over a [SEP],0.7565969228744507
800," [CLS] a crowd of people in a stadium deck ##ed out in white , yellow and green cheer and clap for the team below . [SEP]", a cr ##wo ##d is cheering [SEP],0.6774088740348816, a crowd of people are wearing a stadium . [SEP],0.7714157700538635, a crowd of people are in a crowd . [SEP],0.6896003484725952
801, [CLS] a woman with a black and white dress on is carrying a green plastic laundry basket in front of an apartment building . [SEP], the woman is wearing a dress . [SEP],0.7593633532524109, a woman is carrying a basket . [SEP],0.7657697200775146, a woman is carrying a basket . [SEP],0.7657697200775146
802, [CLS] three men dressed in suits and ties clasp ##s their raised hands while standing in front of corporate logos . [SEP], three men are dressed in suits . [SEP],0.813724935054779, three men are in suits . [SEP],0.789025604724884, three men are dressed in suits . [SEP],0.813724935054779
803," [CLS] a biker with a blue jacket , black pants , and white helmet driving on dirt while people watch . [SEP]", a person is driving in front of other people . [SEP],0.755291759967804, a biker is riding a . [SEP],0.7048144936561584, a biker is riding a blue jacket . [SEP],0.8294811248779297
804," [CLS] a man in a black hat , standing on the street while playing an electric guitar and singing . [SEP]", a man is playing a guitar outside . [SEP],0.830446720123291, a man is playing an instrument . [SEP],0.8022619485855103, a man is playing a guitar . [SEP],0.8219929337501526
805, [CLS] there are many people in a large room with a lot of furniture with tags on them . [SEP], people are indoors . [SEP],0.5790969729423523, there are many people in a room . [SEP],0.8442968130111694, there are many people in the room . [SEP],0.8327228426933289
806, [CLS] two police officers in yellow reflective jackets are standing in a shopping zone having a conversation . [SEP], two police officers in yellow reflective jackets are standing in a shopping zone [SEP],0.93692946434021, two police are talking . [SEP],0.7414698600769043, two police officers are talking . [SEP],0.7942941188812256
807, [CLS] a gentleman standing on steps getting his picture taken by a girl wearing a dress . [SEP], a man on the steps is being photographed by a girl . [SEP],0.8803566694259644, a man is posing for a picture . [SEP],0.8365138173103333, a man is posing a picture . [SEP],0.8132915496826172
808, [CLS] four men and a young boy are at a table set up for wood crafts . [SEP], five total people are near a table with objects on it . [SEP],0.8336944580078125, four people are at a table . [SEP],0.8266241550445557, four men are at a table . [SEP],0.8615924119949341
809," [CLS] two middle - aged police officers watch over a parking lot , at night . [SEP]", a couple cops keep an eye on the parking lot . [SEP],0.8098419308662415, two police officers are watching a parking lot . [SEP],0.8744590282440186, two police officers are outside . [SEP],0.7726929783821106
810, [CLS] a guy get ##tin lots of air on a skate ##board at a skate ##park [SEP], a guy riding a skate ##board . [SEP],0.8038474917411804, a guy is skate ##boarding . [SEP],0.7382125854492188, a guy is skate ##boarding . [SEP],0.7382125854492188
811, [CLS] a crowd of people is looking at something outside of a gap store . [SEP], people are looking outside [SEP],0.6771410703659058, a crowd of people are looking at a store . [SEP],0.8915415406227112, a crowd of people are outside . [SEP],0.7996806502342224
812, [CLS] man in puff ##y yellow jacket on ski ##s on a mountain . [SEP], the man is outside . [SEP],0.6615138053894043, a man is on a mountain . [SEP],0.7479471564292908, a man is on a mountain . [SEP],0.7479471564292908
813, [CLS] the two dogs are playing catch with a red fr ##is ##bee . [SEP], two dogs are playing together . [SEP],0.8073912262916565, two dogs are playing with a fr ##is ##bee . [SEP],0.9186587333679199, two dogs are playing catch . [SEP],0.8277410268783569
814, [CLS] a woman attends to her laundry in a lau ##nd ##rom ##at . [SEP], a woman is doing laundry . [SEP],0.7829738259315491, a woman is in laundry laundry . [SEP],0.7889223098754883, a woman is in a laundry . [SEP],0.8396957516670227
815, [CLS] a mo ##to ##cross rider rides in the air over a bar . [SEP], the rider is in the air . [SEP],0.754460334777832, a rider rider is riding a a . [SEP],0.6734833121299744, a mo ##to ##cross rider is in the air . [SEP],0.8820847272872925
816, [CLS] a snow ##board ##er is grinding down a long concrete rail . [SEP], the snow ##board ##er is grinding a rail . [SEP],0.8393570184707642, a snow ##board ##er is doing a trick . [SEP],0.8087581992149353, a snow ##board ##er is doing a trick . [SEP],0.8087581992149353
817, [CLS] a woman and a young girl are sitting down and smiling . [SEP], the females are sitting . [SEP],0.5969493985176086, a woman and a girl are sitting together . [SEP],0.9169555902481079, two people are sitting down . [SEP],0.7805123329162598
818, [CLS] a father and son are in a field of yellow flowers . [SEP], people are surrounded by flowers . [SEP],0.7228608131408691, a father and a are in a field . [SEP],0.879255473613739, a father and son are in a field . [SEP],0.9110120534896851
819, [CLS] the bears are facing each other with their mouths wide open . [SEP], two bears are looking at each other with mouths open . [SEP],0.9299911260604858, the bears are facing each other . [SEP],0.8743176460266113, the are two bears . [SEP],0.6428747773170471
820, [CLS] a group of people are sight seeing and taking pictures . [SEP], there are a group of people [SEP],0.6165884137153625, a group of people are taking pictures . [SEP],0.9323983192443848, a group of people are taking pictures . [SEP],0.9323983192443848
821, [CLS] construction workers are standing upon on a wooden bridge . [SEP], the bridge is wood [SEP],0.6143471598625183, construction workers are standing on a bridge . [SEP],0.9420588612556458, there are people on a bridge . [SEP],0.8219746351242065
822, [CLS] a woman getting her face painted for a parade . [SEP], the woman has make - up on her body [SEP],0.685494601726532, a woman is her face . [SEP],0.6801460385322571, a woman is for a parade . [SEP],0.7561889886856079
823, [CLS] a person doing a trick on a snow ##board . [SEP], a snow ##board ##er is performing tricks . [SEP],0.7982273697853088, a person is a trick . [SEP],0.7103025913238525, a person is doing a trick . [SEP],0.773994505405426
824, [CLS] a family with young children sits down outside . [SEP], there is a family sitting outside with their children . [SEP],0.8974222540855408, a family is sitting . [SEP],0.746380627155304, a family is sitting . [SEP],0.746380627155304
825, [CLS] a barefoot child climbs at the jungle gym . [SEP], a child is playing outside on a jungle gym . [SEP],0.8949753046035767, a child is outside . [SEP],0.747241199016571, a child is playing . [SEP],0.8010890483856201
826, [CLS] a little boy playing with two rubber chickens . [SEP], the boy is playing with toys . [SEP],0.8257083296775818, a boy plays with his toys . [SEP],0.8159873485565186, a boy is playing with [SEP],0.7376151084899902
827, [CLS] a man leads the way in a race . [SEP], the man is currently competing . [SEP],0.6927949786186218, a man is a race . [SEP],0.7616968750953674, a man is in a race . [SEP],0.8709123730659485
828, [CLS] a female guitarist is playing on stage . [SEP], a woman is playing her instrument . [SEP],0.8432044982910156, a female is playing music . [SEP],0.8145256042480469, a female is playing on stage . [SEP],0.8949918150901794
829, [CLS] a man scales a rock climbing wall . [SEP], a man rock climbing . [SEP],0.7755730748176575, a man is climbing a wall . [SEP],0.9349210262298584, a man is climbing a rock wall . [SEP],0.9448180198669434
830, [CLS] 2 women and 2 girls crossing the road [SEP], there are 4 female humans who are moving . [SEP],0.7360990047454834, the women are crossing the road . [SEP],0.7541408538818359, two women and women are crossing the road . [SEP],0.7773774266242981
831, [CLS] the children play in the pool . [SEP], the children are in the water . [SEP],0.8442597389221191, the children are playing in the pool . [SEP],0.944139838218689, children are playing in the pool . [SEP],0.8473321795463562
832," [CLS] picture of two men playing in a band , one playing the drums and one playing a x ##yl ##ophone type of instrument , in a dark room with two un ##re ##co ##gni ##za ##ble people watching in the background . [SEP]", people are making music together . [SEP],0.6755275130271912, a group of men are playing instruments . [SEP],0.7494983077049255, two men are playing music . [SEP],0.7383789420127869
833," [CLS] a man wearing blue pants , a white helmet , and a green - striped shirt is shown on ski ##s in mid ##air , against a blue sky with a single puff ##y cloud . [SEP]", the sky is blue with a single puff ##y cloud . [SEP],0.7395799160003662, a man is wearing blue . [SEP],0.7330121994018555, a man is wearing a blue . [SEP],0.7536443471908569
834," [CLS] an old man with a cowboy hat , cowboy boots , and blue jeans stands next to a cabin and looks off into the distance as the sun sets in the background . [SEP]", a person with a hat [SEP],0.5759376287460327, a man is wearing a hat . [SEP],0.6890136003494263, a man is wearing a hat . [SEP],0.6890136003494263
835," [CLS] a bicycle rider wearing racing gear pedal ##s a yellow bike past the wire fence at the edge of a field , with a stand of trees in the background . [SEP]", a bike rider wearing racing gear pedal ##s a bike past the fence . [SEP],0.867875874042511, a rider is riding a bike . [SEP],0.7013351917266846, a person is riding a bike . [SEP],0.7322515249252319
836," [CLS] a white male in and office setting , wearing a gray dress shirt and black dress pants with black dress shoes is jump ro ##ping and smiling . [SEP]", the man is in an office . [SEP],0.7241431474685669, a man is wearing clothes . [SEP],0.7544926404953003, a man is wearing clothes . [SEP],0.7544926404953003
837," [CLS] two sweet young girls on ice skate ##s , hands up and holding on to each other get ready to begin their performance on the ice . [SEP]", two females holding each other . [SEP],0.7043272852897644, two girls are skating . [SEP],0.6803722977638245, two girls are ice skating . [SEP],0.644910991191864
838, [CLS] a man looks mysterious in a blue shirt and a red truck for a company called wil ##bert . [SEP], a man looks mysterious . [SEP],0.7609961628913879, a man is a a red shirt . [SEP],0.7819821238517761, a man is looking at a . [SEP],0.7400203347206116
839," [CLS] a young man in an orange shirt , maneuvers a skate ##board at the top of a ramp . [SEP]", a person rides a skate ##board . [SEP],0.7853817939758301, a young man is skate ##boarding . [SEP],0.774373471736908, a young man is a skate ##board . [SEP],0.7820531725883484
840, [CLS] three asian men are running down a track holding hands while a large gathering of people watches them . [SEP], three men are holding hands . [SEP],0.7723276615142822, three men are running . [SEP],0.7396995425224304, three men are running . [SEP],0.7396995425224304
841," [CLS] adults and children share in the looking at something , and some young ladies stand to the side . [SEP]", some children are looking [SEP],0.7284581065177917, people are looking at something . [SEP],0.6414099335670471, there are people in the . [SEP],0.5972887873649597
842," [CLS] adults and children share in the looking at something , and some young ladies stand to the side . [SEP]", some children are looking while some ladies stand [SEP],0.8540784120559692, people are looking at something . [SEP],0.6414099335670471, there are people in the . [SEP],0.5972887873649597
843, [CLS] a large black and white dog is licking a smaller white and black dog who is growling . [SEP], the dog is large [SEP],0.7384873628616333, a dogs are white . [SEP],0.6947092413902283, a dog is another dog . [SEP],0.7621736526489258
844, [CLS] a crowd of people in stadium style seating appear di ##sin ##ter ##ested in the venue . [SEP], a group of people does n ' t care about the stadium they are sitting in . [SEP],0.7719336152076721, a crowd of people are in a [SEP],0.7834467887878418, a crowd of people are in a stadium . [SEP],0.7429282665252686
845, [CLS] a nurse is listening to another women ' s heartbeat with a ste ##th ##os ##cope . [SEP], a woman in the doctors office . [SEP],0.7136092782020569, a woman is talking to another woman . [SEP],0.6792792081832886, a woman is talking to someone . [SEP],0.6693800687789917
846, [CLS] a boat pear with people boarding and di ##se ##mba ##rkin ##g some boats . [SEP], people are boarding and di ##se ##mba ##rkin ##g some boats [SEP],0.87185138463974, a boat is on a boat . [SEP],0.6539943814277649, a boat is in the boats . [SEP],0.7048001885414124
847, [CLS] a group of young men are dumping soil onto the ground of their backyard . [SEP], the young men are working outside . [SEP],0.828612744808197, a group of men are working . [SEP],0.7759845852851868, the men are outside . [SEP],0.7291942834854126
848, [CLS] a young girl is standing in a kitchen holding a green bi ##b . [SEP], a girl is holding a bi ##b . [SEP],0.8669050931930542, a young girl is in a kitchen . [SEP],0.8170375823974609, a girl is holding a book . [SEP],0.8394109010696411
849, [CLS] a girl in a green coat walks down a rural road playing a flute [SEP], the country road has a walker wearing green . [SEP],0.7482714653015137, a girl is a a . [SEP],0.5379117727279663, a girl is walking . [SEP],0.6944666504859924
850, [CLS] a boy and a woman are on top of large rocks at sunset . [SEP], the surface of the earth is visible . [SEP],0.6214479804039001, a are people on rocks . [SEP],0.785766065120697, a boy and a woman are outside . [SEP],0.8706939220428467
851, [CLS] a male with a pro ##st ##hetic leg diving for a volleyball . [SEP], the male has at least one pro ##st ##hetic leg . [SEP],0.7298941612243652, a man is a a . [SEP],0.5903897285461426, a man is a a . [SEP],0.5903897285461426
852, [CLS] a man does a skating trick off of graffiti - filled stairs . [SEP], a man skate ##s outside . [SEP],0.7866944670677185, a man is skating . [SEP],0.7670581936836243, a man is doing a trick . [SEP],0.6797530651092529
853, [CLS] two men are working together to empty the barrel of its contents . [SEP], two men are empty ##ing a barrel . [SEP],0.827531635761261, two men are working . [SEP],0.7490524649620056, two men are working . [SEP],0.7490524649620056
854, [CLS] a runner poses for a picture with friends in a parking lot . [SEP], the runner is posing for a picture . [SEP],0.8359144926071167, a person is posing for a picture . [SEP],0.8309290409088135, a person is posing for a picture . [SEP],0.8309290409088135
855, [CLS] a child is surrounded by a field of sun ##flower ##s . [SEP], a kid and some flowers . [SEP],0.6828383207321167, a child is surrounded by a . [SEP],0.7159027457237244, a child is outside . [SEP],0.6798234581947327
856, [CLS] a man and a boy behind the wheel of a car . [SEP], the little boy and the man sit behind the car ' s steering wheel . [SEP],0.8110237717628479, a man and a boy are behind a car . [SEP],0.8669323325157166, a man and a boy are in a car . [SEP],0.851330041885376
857, [CLS] a white man taking a photo in front of water . [SEP], a man is in front of water . [SEP],0.8690322041511536, a man is taking a picture . [SEP],0.8460536599159241, a man is taking a photo . [SEP],0.8391914963722229
858, [CLS] some elderly people are playing instruments in a park . [SEP], a group of old people are outdoors playing music . [SEP],0.8985863327980042, people are playing music . [SEP],0.6982799172401428, there are people playing outside . [SEP],0.8391785621643066
859, [CLS] a man in bright shirt carrying a fallen branch . [SEP]," there is one man in this picture , and he is outside . [SEP]",0.7052255272865295, a man is a a branch . [SEP],0.6227372288703918, a man is carrying a . [SEP],0.7544967532157898
860, [CLS] tourists waiting outside of a home to visit . [SEP], people standing outside of a house . [SEP],0.8205380439758301, people are waiting outside . [SEP],0.6338521838188171, people are waiting outside . [SEP],0.6338521838188171
861, [CLS] man sits at the doorway of barber shop . [SEP], a man is seated [SEP],0.6372695565223694, a man is sitting in front of a shop . [SEP],0.8588371276855469, a man is sitting . [SEP],0.8149093389511108
862, [CLS] two women in tank tops are drinking . [SEP], two women in tank tops drinking [SEP],0.8980454802513123, two women are drinking . [SEP],0.8271152973175049, two women are wearing tank . [SEP],0.7363452911376953
863, [CLS] dog ya ##wn ##s [SEP], a dog has its mouth open . [SEP],0.7395192980766296, a dog is ##s . [SEP],0.6522166132926941, a dog is ##s . [SEP],0.6522166132926941
864," [CLS] a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve ##d shirt and k ##hak ##is . [SEP]", there are people of differing ages outside playing golf . [SEP],0.6252917051315308, a man is playing a golf . [SEP],0.7188541889190674, a man is playing golf . [SEP],0.6850891709327698
865," [CLS] a group of people in jackets and hats are kneeling outside posing for a picture , each one with their dog by them on a leash . [SEP]", some people are outside kneeling . [SEP],0.7432212829589844, a group of people are outside . [SEP],0.7194276452064514, a group of people are outside . [SEP],0.7194276452064514
866, [CLS] a blond woman is looking at a camera that a brunette woman is holding in front of a wall with several pieces of art on it . [SEP], a woman is looking at a camera . [SEP],0.8322744369506836, a woman is looking at a camera . [SEP],0.8322744369506836, a woman is looking at a camera . [SEP],0.8322744369506836
867," [CLS] two cars , one red and one blue , race each other in a very tight and competitive nature as fans stand by and watch . [SEP]", the red and blue cars are racing for the finish line . [SEP],0.7917061448097229, two cars are racing . [SEP],0.7090288996696472, two cars are racing . [SEP],0.7090288996696472
868," [CLS] two cars , one red and one blue , race each other in a very tight and competitive nature as fans stand by and watch . [SEP]", two cars are racing . [SEP],0.7090288996696472, two cars are racing . [SEP],0.7090288996696472, two cars are racing . [SEP],0.7090288996696472
869, [CLS] a man with glasses wearing a tu ##xed ##o and co ##rsa ##ge stands near a man in a suit at a formal event . [SEP], two men standing together are dressed up . [SEP],0.7422836422920227, a man is wearing a tu ##xed ##o . [SEP],0.8128979802131653, a man is wearing a costume . [SEP],0.7046200037002563
870, [CLS] man in casual dark shirt and pants and hat dances with curly - haired blond woman in short red dress and red high heels [SEP], dancing is going on a room . [SEP],0.585701048374176, a man is dancing . [SEP],0.6482450366020203, a man and woman are dancing . [SEP],0.6830417513847351
871, [CLS] very young boy is standing outside near a water fountain that is built into the ground and is sq ##ui ##rting water . [SEP], the boy is standing near a water fountain . [SEP],0.8688586354255676, a young boy is near a fountain . [SEP],0.8506385087966919, a boy is near water . [SEP],0.7783917784690857
872," [CLS] soccer players are playing a night game and the ball is in the air , while the two teams fight for it . [SEP]", the soccer game is being played at night . [SEP],0.7552304267883301, the players are playing a game . [SEP],0.8179201483726501, the soccer players are playing a game . [SEP],0.8820241689682007
873," [CLS] a boy wearing a shirt with the simpsons character , ralph wig ##gum , plays a nintendo ds with his sister . [SEP]", a boy is playing a nintendo ds with his sister . [SEP],0.8606963157653809, a boy is playing a game . [SEP],0.7343065738677979, a boy is playing with his child . [SEP],0.7163594365119934
874," [CLS] the player in the white dr ##ib ##bles the ball , while the player in the orange tries to stop him . [SEP]", two people are playing ball . [SEP],0.6093810796737671, a person is playing a game . [SEP],0.6793409585952759, the are playing basketball . [SEP],0.5437723994255066
875, [CLS] the number eight roller ##ska ##ter is taking the lead and pulling away from her black and red dressed opponents . [SEP], a roller ##ska ##ter pulling away from the pack . [SEP],0.8036648631095886, a roller ##bla roller is is . [SEP],0.6366533637046814, the roller ##ska ##tes is wearing a . [SEP],0.7327947616577148
876, [CLS] the number eight roller ##ska ##ter is taking the lead and pulling away from her black and red dressed opponents . [SEP], a skater ahead of the competition in a race . [SEP],0.6685001254081726, a roller ##bla roller is is . [SEP],0.6366533637046814, the roller ##ska ##tes is wearing a . [SEP],0.7327947616577148
877, [CLS] a man dressed in black and white is standing on the side of the street eating an ice cream cone . [SEP], the man is outdoors . [SEP],0.5580971240997314, a man is eating ice cream . [SEP],0.7846724987030029, a man is outside . [SEP],0.6693832874298096
878," [CLS] using a soccer ball for support , a young boy in blue sits atop a park bench . [SEP]", a child is playing in the park . [SEP],0.7586339116096497, a boy is sitting a soccer . [SEP],0.7305023074150085, a boy is playing soccer . [SEP],0.7518918514251709
879, [CLS] a sc ##ruff ##y man is standing in front of a red shopping cart filled with boxes . [SEP], a man by a full shopping cart . [SEP],0.7804366946220398, a man is in a cart . [SEP],0.7506200075149536, a man is in front of a cart . [SEP],0.8215084075927734
880," [CLS] people , mainly women and 2 referees , are skating fiercely during a roller derby match . [SEP]", there is a roller derby match involving women . [SEP],0.7949586510658264, people are skating . [SEP],0.7006457448005676, people are roller skating . [SEP],0.744553804397583
881, [CLS] a woman in a blue striped shirt is talking to someone on the street . [SEP], a woman talking to someone . [SEP],0.8158865571022034, a woman is talking to a woman . [SEP],0.7939783930778503, a woman is talking to someone . [SEP],0.8208781480789185
882, [CLS] an elderly woman wearing a skirt is picking out vegetables at a local market . [SEP], this woman is on a shopping trip . [SEP],0.7862336039543152, a woman is at a market . [SEP],0.8495228886604309, a woman is at a market . [SEP],0.8495228886604309
883, [CLS] a person with a green backpack is riding a bike down the road . [SEP], there is a person with a green backpack . [SEP],0.8105027675628662, a person is riding a bike . [SEP],0.8397796154022217, a person is riding a bike . [SEP],0.8397796154022217
884, [CLS] a woman wearing very formal colorful clothing and she seems to be dancing . [SEP], a person wearing very formal colorful clothing and she seems to be dancing . [SEP],0.9422546029090881, a woman is dancing . [SEP],0.7808778285980225, a woman is wearing a . [SEP],0.7066020965576172
885, [CLS] a man draws a car ##ica ##ture of a woman . [SEP], a man drawing . [SEP],0.7291248440742493, a man is a a car . [SEP],0.7042091488838196, a man is a a car . [SEP],0.7042091488838196
886, [CLS] man racing a quad on a dirt racetrack . [SEP], a man racing on a dirt track . [SEP],0.9575984477996826, a man is a a . [SEP],0.6264702677726746, a man is racing a a . [SEP],0.7679191827774048
887, [CLS] two men are playing during a basketball game . [SEP], two men are playing . [SEP],0.7414587736129761, two men are playing a game . [SEP],0.8522721529006958, two men are playing a game . [SEP],0.8522721529006958
